file,part,#,endnote
"White House/Cordish, Reed",6,11.3,"Shares in company fully liquidated on January 25,2017"
"White House/Cordish, Reed",6,11.5,"Shares in company fully liquidated on January 25,2017"
"White House/Cordish, Reed",6,11.62,"Shares in company fully liquidated on January 25,2017"
"White House/Cordish, Reed",6,11.68,"Shares in company fully liquidated on January 25,2017"
"White House/Cordish, Reed",6,12,"LLC owns restaurant in Kansas City, MO"
"White House/Cordish, Reed",6,13,"LLC owns restaurant in Louisville, KY"
"White House/Cordish, Reed",6,14,"LLC owns restaurant in Kansas City, MO"
"White House/Cordish, Reed",6,15,"LLC provides servcies for catering facility in Kansas City, MO"
"White House/Cordish, Reed",6,16,"LLC owns food and beverage vendor in Kansas City, MO"
"White House/Cordish, Reed",6,17,"LLC owns food and beverage service provider in Kansas City, MO"
"White House/Cordish, Reed",6,18,"LLC owns catering facility in Kansas City, MO"
"White House/Cordish, Reed",6,19,"LLC owns food and beverage venue in Kansas City, MO"
"White House/Cordish, Reed",6,20,"LLC owns food and beverage venue in Baltimore, MD"
"White House/Cordish, Reed",6,21,"LLC previously had consulting contract with City of Las Vegas, NV; contract completed"
"White House/Cordish, Reed",6,22,"LLC owns restaurant venue in Baltimore, MD"
"White House/Cordish, Reed",6,23,"LLC owns food and beverage venue in Baltimore, MD"
"White House/Cordish, Reed",6,24,"LLC owns food and beverage venue in St. Louis, MO"
"White House/Cordish, Reed",6,25,"LLC owns a partial interest in a commercial real estate project in Philadelphia, PA"
"White House/Cordish, Reed",6,26,"This partnership owns a portfolio of publicly traded bonds, mutual funds and equity securities held in brokerage accounts.  Security-level values and income information attributable to my ownership interest in underlying individual securities are not readily ascertainable."
"White House/Cordish, Reed",6,27,LLC owns strictly a checking account
"White House/Cordish, Reed",6,28,"LLC owns food and beverage venue in Baltimore, MD"
"White House/Cordish, Reed",6,29,"LLC owns food and beverage venue in St. Louis, MO"
"White House/Cordish, Reed",6,30,"LLC owns food and beverage venue in Louisville, KY"
"White House/Cordish, Reed",6,31,"LLC owns partial interest in hotel, entertainment, and gaming development being developed in Philadelphia, PA"
"White House/Cordish, Reed",6,32,"LLC owns a note receivable from prior consulting services rendered on a project in San Francisco, CA"
"White House/Cordish, Reed",6,33,"LLC owns a passive, minority, non-control 1.62% interest in an investment management firm."
"White House/Cordish, Reed",6,33.1,"LANDC is an investment management firm, whose wholly owned subsidiary is FPCG, LLC."
"White House/Cordish, Reed",6,33.2,"FPCG, LLC is a private placement and direct investment advisory firm."
"White House/Cordish, Reed",6,34,Real estate property management company; manages properties of The Cordish Companies
"White House/Cordish, Reed",6,35,"LLC owns food and beverage venue in Baltimore, MD"
"White House/Cordish, Reed",6,36,"This partnership- in which I own a minority  non-controlling interest - in turn owns minority, non- controlling interests in partnerships and limited liability companies which own real estate developed and managed by the Cordish Companies.  In addition, the partnership owns publicly traded mutual funds, bonds and equity securities held in brokerage accounts in the United States. Values and income information attributable to my individual ownership interest in underlying assets owned by this partnership, including individual securities, are not readily ascertainable. This partnership also holds minority  non-control and passive interests in Cordish Private Ventures, LLC and Cordish Hedged Investments, LLC.  Interests # 36.1 through 36.32 are also held by Cordish Family I LLC(see #36.37)"
"White House/Cordish, Reed",6,36.1,"Owns partial interest in mixed-use commercial real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.2,"LLC owns a partial interest in a mixed-used commercial real estate project in St. Louis, MO"
"White House/Cordish, Reed",6,36.3,"LLC owns a retail real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.4,"LLC owns a retail real estate project in Pembroke, VA"
"White House/Cordish, Reed",6,36.5,"LLC owns a retail real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.6,"LLC owns a partial interest in a retail real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.7,"LLC owns a retail real estate project in Hampton, VA"
"White House/Cordish, Reed",6,36.8,"LLC owns a mixed-use commercial real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.9,"LLC owns a mixed-use commercial real estate project in Baltimore, MD"
"White House/Cordish, Reed",6,36.1,"LLC owns a parking garage in Baltimore, MD"
"White House/Cordish, Reed",6,36.11,"LLC owns a retail real estate project in Bel Air, MD"
"White House/Cordish, Reed",6,36.12,"LLC owns a retail real estate project in Joppatowne, MD"
"White House/Cordish, Reed",6,36.13,"LLC owns an interest in a mixed-used commercial real estate project in Kansas City, KS. Entity owns an interest in Kansas City Live, LLC"
"White House/Cordish, Reed",6,36.13.1,"Entity owns a mixed-use commercial real estate project in Kansas City, Missouri.  Two subsidiaries of Kansas City Live LLC (Kansas City Live Block 110 Residential, LLC and Kansas City Live Block 140 Residential, LLC) own multi-family residential projects that have commercial real estate loans insured by the Federal Housing Administration of the United States Department of Housing and Urban Development, as authorized by the National Housing Act (12 U.S.C. 17151 (d)(4))."
"White House/Cordish, Reed",6,36.14,"LLC owns a retail real estate project in Kent Landing, MD"
"White House/Cordish, Reed",6,36.15,"LLC owns a mixed-used commercial real estate project in Louisville, KY"
"White House/Cordish, Reed",6,36.16,"LLC owns a parking garage in Baltimore, MD"
"White House/Cordish, Reed",6,36.17,"LLC owns a retail real estate project in Berlin, MD"
"White House/Cordish, Reed",6,36.18,"LLC owns a retail real estate project in Worcester County, MD"
"White House/Cordish, Reed",6,36.19,"LLC owns a partial interest in Power Plant Entertainment, LLC"
"White House/Cordish, Reed",6,36.19.1,LLC owns a consulting and services agreement with Seminole Tribe of Florida
"White House/Cordish, Reed",6,36.2,"LLC owns a retail real estate project in Norfok, VA"
"White House/Cordish, Reed",6,36.21,"LLC owns a commercial real estate building in Richmond, VA"
"White House/Cordish, Reed",6,36.22,"Cordish Enterprises, LLLP previously owned a minority, non-control, passive interest in this LLC; it exited this asset as of 12/31/2016.  CDF Development Investors, LLC in turn owns a partial and non- control interest in CDF Development, LLC.  CDF Development, LLC is a  Community Development Entity certified by the CDFI Fund, which is part of the United States Department of the Treasury.   CDF Development, LLC previously received three allocations of New Markets Tax Credits from CDFI Fund, but has not actively pursued new allocations for approximately three years."
"White House/Cordish, Reed",6,36.23,LLC strictly owns a business checking account
"White House/Cordish, Reed",6,36.24,"LLC owned partial interest in retail project in Towson, MD.  Asset was sold; sole remaining asset of LLC is business checking account."
"White House/Cordish, Reed",6,36.25,"LLC previously pursued real estate project in Louisville, KY.  Project no longer active; sole remaining asset of LLC is business checking account."
"White House/Cordish, Reed",6,36.26,"LLC previously had consulting contract with City of Las Vegas, NV; contract completed"
"White House/Cordish, Reed",6,36.27,LLC solely owns a business checking account and no other assets.
"White House/Cordish, Reed",6,36.28,"LLC owns a note receivable from prior consulting services rendered on a project in San Francisco, CA"
"White House/Cordish, Reed",6,36.29,LLC owns cash and publicly-traded bonds
"White House/Cordish, Reed",6,36.3,"Entity owns a passive, minority, non-control interest in Cordish Investments LP"
"White House/Cordish, Reed",6,36.30.1,Entity owns a portfolio of publicly-traded equity securities and bonds.Security-level values and income information attributable to my ownership interest in underlying individual securities are not readily ascertainable.
"White House/Cordish, Reed",6,36.31,"Entity owns a passive, minority, non-control interest in Cordish Investments LP"
"White House/Cordish, Reed",6,36.31.1,Entity owns a portfolio of publicly-traded equity securities and bonds.  Security-level values and income information attributable to my ownership interest in underlying individual securities are not readily ascertainable.
"White House/Cordish, Reed",6,36.32,Owns cash only
"White House/Cordish, Reed",6,36.33,The manager does not release information regarding the underlying investments of this asset
"White House/Cordish, Reed",6,36.34,The manager does not release information regarding the underlying investments of this asset
"White House/Cordish, Reed",6,36.35,"Minority, non-control shares in Charlotte, NC based company that owns timberland in the United States and New Zealand"
"White House/Cordish, Reed",6,36.36,"The LLC - in which Cordish Enterprises LLLP owns a 1% interest- in turn owns interests in partnerships and limited liability companies which own real estate developed and managed by the Cordish Companies.  In addition, the LLC owns publicly traded mutual funds, bonds and equity securities held in brokerage accounts in the United States.  Values and income information attributable to my individual ownership interest in underlying assets owned by this partnership, including individual securities,  are not readily ascertainable.  Note that in addition to the assets listed in 36.36.1 through 36.36.208, Cordish Family I LLC also owns interests in assets listed in 36.1 through 36.32."
"White House/Cordish, Reed",6,36.36.197,"The LP owns an office rental project in Houston, Texas"
"White House/Cordish, Reed",6,36.36.198,"The partnership  owns a retail real estate project in Houston, Texas"
"White House/Cordish, Reed",6,36.36.199,"The LP owns a retail real estate project in Edgewater, Maryland"
"White House/Cordish, Reed",6,36.36.200,"The LLC owns a retail real estate project in Edgewater, Maryland"
"White House/Cordish, Reed",6,36.36.201,"The LP owns a retail real estate project in Elkton, Maryland"
"White House/Cordish, Reed",6,36.36.202,"The partnership owns a retail real estate project in Havre De Grace, Maryland"
"White House/Cordish, Reed",6,36.36.203,"The LLC owns a retail real estate project in Riviera Beach, Maryland"
"White House/Cordish, Reed",6,36.36.204,"The partnership owns a retail real estate project in Hampstead, Maryland"
"White House/Cordish, Reed",6,36.36.205,"The partnership owns a retail real estate project in Chestertown, Maryland"
