file,#,description,eif,value,income-type,income-amount
"White House/Pitcock, Joshua",8,First Allied Roth IRA - Proshares TR Hedged FTSE Europe ETF,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",9,First Allied IRA - Federated Treas Oblig Capital,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",10,First Allied IRA - JP Morgan Chase & Co Medium Term NTS,N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Pitcock, Joshua",11,First Allied IRA - VEREIT Inc PFD Ser F,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",12,First Allied IRA - Delaware Small Cap Core Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",13,First Allied IRA - Fidelity Advisor Mid Cap II Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",14,First Allied IRA - Fidelity Asset Manager 85% Fund,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/Pitcock, Joshua",15,First Allied IRA - Ishares Inc Edge MSCI Minimum,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",16,First Allied IRA - Carter Validus Mission Critical REIT,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Pitcock, Joshua",17,First Allied IRA - American Realty Capital Hospitality REIT,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Pitcock, Joshua",18,First Allied IRA - Realty Finance Trust Inc REIT,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Pitcock, Joshua",19,First Allied IRA - Trilinc Global Impact Fund LLC,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Pitcock, Joshua",20,First Allied SEP - Federated Treas Oblig Capital,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",21,First Allied SEP - Blackrock Multi-Asset Income,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",22,First Allied SEP - Eaton Vance Floating Rate Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",23,First Allied SEP - Metropolitan West Total Return Bond,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",24,Business income - Pitcock Consulting LLC,N/A,,business gross income,"$283,170"
"White House/Pitcock, Joshua",25,Trump For America,N/A,,salary,"$33,504"
"White House/Pitcock, Joshua",26,"Donald J. Trump for President, Inc.",No,,Monthly consultant fee,"$8,000"
"White House/Powell, Dina",1,Goldman Sachs Bank USA,N/A,,Salary and Benefits,"$1,082,602"
"White House/Powell, Dina",2,Goldman Sachs Bank USA,N/A,,Cash Bonus,"$3,075,000"
"White House/Powell, Dina",3,Goldman Sachs Bank USA - Restricted Stock Units,N/A,,RSU (Equity) Delivery,"$1,971,348"
"White House/Powell, Dina",4,Goldman Sachs Bank USA - Unvested Restricted Stock Units,N/A,,Dividend Equivalent - Cash Payment,"$30,449"
"White House/Powell, Dina",5,Goldman Sachs 401 (k) Treasury Money Market - GSAM,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Powell, Dina",6,Goldman Sachs 401 (k) International Equity Index (US Dollar Hedged) - SsgA,Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/Powell, Dina",7,Goldman Sachs 401 (k) Opportunistic Fixed Income - GSAM,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Powell, Dina",8,Goldman Sachs 401 (k) Mid Cap Eq Index - SSgA,Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/Powell, Dina",9,Goldman Sachs 401 (k) Small Cap Eq Index - SSgA,Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/Powell, Dina",10,Goldman Sachs 401 (k) Multi-Strategy Hedge Fund - Och Ziff,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Powell, Dina",11,Goldman Sachs 401 (k) Multi-Market Hedge Fund - Omega,Yes,"None (or less than $1,001)",,"$2,501 - $5,000"
"White House/Powell, Dina",12,"The Goldman Sachs Group, Inc. (GS) - 2011 Restricted Shares",N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"White House/Powell, Dina",13,"The Goldman Sachs Group, Inc. (GS) - 2012 Restricted Shares",N/A,"$500,001 - $1,000,000",Dividends,"$5,001 - $15,000"
"White House/Powell, Dina",14,"The Goldman Sachs Group, Inc. (GS) - 2013 Restricted Shares",N/A,"$250,001 - $500,000",Dividends,"$2,501 - $5,000"
"White House/Powell, Dina",15,"The Goldman Sachs Group, Inc. (GS) - 2014 Restricted Shares",N/A,"$100,001 - $250,000",Dividends,"$1,001 - $2,500"
"White House/Powell, Dina",16,"The Goldman Sachs Group, Inc. (GS)",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Powell, Dina",17,"The Goldman Sachs Group, Inc. (GS)",N/A,"None (or less than $1,001)",Dividends,"$201 - $1,000"
"White House/Powell, Dina",18,"The Goldman Sachs Group, Inc., Outstanding 2013 Restricted Stock Units",N/A,"$250,001 - $500,000",Dividends,"$2,501 - $5,000"
"White House/Powell, Dina",19,"The Goldman Sachs Group, Inc., Outstanding 2014 Restricted Stock Units",N/A,"$500,001 - $1,000,000",Dividends,"$5,001 - $15,000"
"White House/Powell, Dina",20,"The Goldman Sachs Group, Inc., Outstanding 2015 Restricted Stock Units",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Powell, Dina",21,GOLDMAN SACHS BANK DEPOSIT (BDA) (Cash),N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Powell, Dina",22,GS HIGH YIELD FLOATING RATE FUND INSTITUTIONAL SHARES,Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"White House/Powell, Dina",23,"The Goldman Sachs Group, Inc., Outstanding 2016 Restricted Stock Units",N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"White House/Priebus, Reinhold R",1,Republican National Committee (Political Organization),N/A,,2016 Salary,"$225,000"
"White House/Priebus, Reinhold R",2,Michael Best & Friedrich LLP 401(k) Plan,No,,,
"White House/Priebus, Reinhold R",2.1,BMO Stable Value,Yes,"$250,001 - $500,000",,None (or less than $201)
"White House/Priebus, Reinhold R",3,Michael Best & Friedrich LLP Partners Cash Balance Plan (defined benefit pension plan),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Priebus, Reinhold R",4,"Michael Best & Friedrich Employees Defined Benefit Pension Plan (value not readily ascertainable); eligible for $1,300 per month at age 65",N/A,,,None (or less than $201)
"White House/Priebus, Reinhold R",5,Michael Best & Friedrich LLP (Law Firm),N/A,,2016 Equity Buyout,"$450,000"
"White House/Priebus, Reinhold R",6,Republican National Committee (Political Organization),N/A,,2016 Budget Committee Bonus (Received 2016),"$100,000"
"White House/Priebus, Reinhold R",7,Republican National Committee (Political Organization),N/A,,2016 Regular Salary Bonus (Received 2017),"$75,000"
"White House/Priebus, Reinhold R",8,Michael Best & Friedrich LLP (Law Firm),N/A,,2016 Discretionary Bonus,"$50,000"
"White House/Priebus, Reinhold R",9,Michael Best & Friedrich LLP (Law Firm) (return of my capital account),N/A,"None (or less than $1,001)",,"$96,408"
"White House/Priebus, Reinhold R",10,Michael Best & Friedrich LLP (Law Firm),N/A,,2016 Partnership Distribution,"$250,000"
"White House/Priebus, Reinhold R",11,Republican National Committee (Political Organization),N/A,,2017 Salary/Leave pay out,"$33,268"
"White House/Priebus, Reinhold R",12,Republican National Committee (Political Organization),N/A,,2016 Rent payments,"$57,274"
"White House/Priebus, Reinhold R",13,Republican National Committee (Political Organization),N/A,,2015 Regular Salary Bonus (Recieved 2016),"$75,000"
"White House/Reynolds, Lindsay B",1,The LBR Group,N/A,,Non employee compensation,"$464,969"
"White House/Reynolds, Lindsay B",2,Lindsay Reynolds,N/A,,Non employee compensation,"$96,975"
"White House/Roman, Michael A",1,Freedom Partners,N/A,,Severance,"$122,019"
"White House/Roman, Michael A",2,Freedom Partners,N/A,,Salary/Bonus,"$246,345"
"White House/Roman, Michael A",3,MR&A LLC,N/A,"$15,001 - $50,000",Consulting Fees,"$137,500"
White House/Sanders. Sarah H,1,Second Street Strategies (Political Consulting),N/A,,Salary,"$205,158"
White House/Sanders. Sarah H,2,Tsamoutales Strategies (Political Consulting and Government Affairs),N/A,,Consulting Fees,"$345,000"
White House/Sanders. Sarah H,3,Retirement Account,No,"$15,001 - $50,000",Interest,"$201 - $1,000"
White House/Sanders. Sarah H,3.1,IRA: US Bank Account number 1 (Cash),N/A,"$25,000,001 - $50,000,000",,None (or less than $201)
White House/Sanders. Sarah H,4,US Bank Account (savings/cash),No,"$100,001 - $250,000",Interest,"$2,501 - $5,000"
"White House/Scavino, Dan",1,Scavino and Associates LLC,N/A,"None (or less than $1,001)",Salary and Bonus,"$300,000"
"White House/Schiller, Keith",1,"KS Global Group, LLC",N/A,,earned income,"$64,000"
"White House/Schiller, Keith",2,New York City Policy Pension (Value Not Readily Ascertainable),N/A,,,"$43,000"
"White House/Schiller, Keith",3,Donald J. Trump for President,N/A,,campaign payments security consulting,"$70,000"
"White House/Schiller, Keith",4,The Trump Organization,N/A,,Salary and Bonus,"$160,000"
"White House/Schouten, Schuyler",1,Davis Polk & Wardwell LLP (law firm),N/A,,Salary and bonus,"$342,693"
"White House/Schouten, Schuyler",2,Davis Polk 401(k) plan account,No,"$100,001 - $250,000",Dividends,"$2,501 - $5,000"
"White House/Schouten, Schuyler",2.1,Fidelity Freedom K 2045 Fund (FFKGX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/Schouten, Schuyler",2.2,Fidelity Government Income Fund (FGOVX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",2.3,Fidelity Extended Market Index Fund Premium Class (FSEVX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",2.4,Fidelity 500 Index Fund - Institutional Class (FXSIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",2.5,Loomis Sayles Core Plus Bond Fund Class N (NERNX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",2.6,Vanguard Small-Cap Growth Index Fund Institutional Shares (VSGIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",2.7,Vanguard Total International Stock Index Fund Admiral Shares (VTIAX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Schouten, Schuyler",3,Fidelity Health Savings Account,N/A,"$1,001 - $15,000",Davis Polk employer contribution to Health Savings Account,"$2,167"
"White House/Schultz, James D",1,Cozen O'Connor (law firm),N/A,,Salary/Bonus,"$717,061"
"White House/Schultz, James D",2,Pennsylvania State Employees' Retirement System defined benefit plan,N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Schultz, James D",3,Cozen O'Connor Profit Sharing Plan,No,,,
"White House/Schultz, James D",3.1,Stable Value Common Trust Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.2,Dodge and Cox Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.3,Misc. Haverford Trust,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schultz, James D",3.4,T Rowe Price Retirement 2035 Fund,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Schultz, James D",3.5,Vanguard Total Stock Market Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.6,American Century Inf. Adj. Bd. Instl.,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.7,Dodge & Cox Balanced Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",4,Cozen O'Connor Law Firm Stock,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Scully, Bethany",1,Fidelity Advisor New Insights CL A,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Scully, Bethany",2,Mainstay EPOCH Global Equity Yld I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",3,MFS Value Fund Class I,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Scully, Bethany",4,Oppenheimer Intl Growth FD Y,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",5,Eaton Vance Global Macro Abslte RT CL I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",6,Fidelity Advisor FL Rate High Inc Cl I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",7,Metropolitan West Total Return Class I,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Scully, Bethany",8,Templeton Global Bond Advisor Class,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",9,Vanguard Index FDS Mid-Cap Value Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",10,Vanguard Index FDS Midcap Growth Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",11,Vanguard Index FDS Vanguard Small CAP,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Scully, Bethany",12,Freedom Partners,N/A,,Salary,"$45,746"
"White House/Scully, Bethany",13,"Trump for America, Inc.",N/A,,Salary,"$3,581"
"White House/Scully, Bethany",14,Republican National Committee,N/A,,Contract,"$20,000"
"White House/Shah, Raj",1,SUNEDISON INC,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Shah, Raj",2,GUINNESS ATKINSON GLOBAL INNOVATORS INVESTOR CL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",3,EVENTIDE GILEAD CL A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",4,FIDELITY ADVISOR ENERGY CL A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",5,MAINSTAY BALANCED CL A,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Shah, Raj",6,PARNASSUS ENDEAVOR INVESTOR CL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",7,DAVIS FINANCIAL CL A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",8,DEUTSCHE CROCI INTL CL A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",9,American Funds Washington Mutual Investors Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",10,Fidelity Advisor Equity Income Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",11,American Funds Growth Fund of America Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",12,Fidelity Advisor Stock Selector Mid Cap Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",13,Invesco Small Cap Growth Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",14,Invesco International Growth Ret Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",15,Templeton Foreign Ret Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",16,Janus Balanced Ret Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",17,Vanguard Target Retirement 2050 Ret Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",18,VTI: Vanguard Total Stock Market ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",19,VTV: Vanguard Value ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",20,VOE: Vanguard Mid-Cap Value ETF,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Shah, Raj",21,VBR: Vanguard Small-Cap Value ETF,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Shah, Raj",22,VEA: Vanguard FTSE Developed Markets,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Shah, Raj",23,Vanguard Emerging Markets Stock Index Fund: VWO,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",1,Freedom Partners,N/A,,Salary,"$78,000"
"White House/Short, Marc",2,"Advance Strategies, LLC (Government Relations Consulting)",N/A,,Salary,"$378,595"
"White House/Short, Marc",3,IRA,No,"$250,001 - $500,000",Dividends,"$5,001 - $15,000"
"White House/Short, Marc",3.1,AMAZON COM INC STOCK,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.2,BLACKHAWK NETWORK HLDGS INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.3,CATERPILLAR INC. STOCK,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.4,COCA COLA COMPANY ST,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.5,DEVON ENERGY CORP,N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Short, Marc",3.6,INTERNATIONAL BUSINESS MACHINES,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.7,KINDER MORGAN INC STOCK,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.8,LILLY ELI,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.9,NETFLIX INC STOCK,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.10,QUALCOMM INC C,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.11,TESORO CORP. STOCK,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.12,DOMINION MIDSTREAM PARTNERS,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",3.13,ENTERPRISE PRODUCTS PARTNERS,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"White House/Short, Marc",3.14,RIVERFRONT DYNAMIC EQUITY INCOME FUND,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",3.15,ISHARES TR CORE S&P500 ETF (IVV),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Short, Marc",3.16,ISHARES TR RUSSELL 2000 ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.17,ISHARES TR CORE S&P SCP ETF,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",3.18,ISHARES INCORPORATED MSCI SINGPOR ETF (EWF),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.19,ISHARES TR CORE HIGH DV ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.20,POWERSHARES QQQ TRUST UNIT SERIES 1,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",3.21,SECTOR SPDR TR SBI INT-ENERGY (XLE),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",4,ROTH IRA,N/A,"$50,001 - $100,000",Capital Gains Dividends,"$1,001 - $2,500"
"White House/Short, Marc",4.1,APPLE INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",4.2,FEDERATED CLOVER SMALL VALUE FUND INST SHARES IS N/L (VSFIX),Yes,"$15,001 - $50,000",,
"White House/Short, Marc",4.3,FEDERATED INTL STRATEGIC VALUE DIV FD INST SHRS IS,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",4.4,FEDERATED STRATEGIC VALUE DIVIDEND FUND INST SHARES IS N (SVAIX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",4.5,ISHARES TR CORE S&P500 ETF (IVV),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",4.6,ISHARES TR CORE HIGH DV ETF (HDV),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Sifakis, George A",1,Axela Government Relations LLC (Idea-gen Summit Convenings),N/A,"$500,001 - $1,000,000",Business income/salary,"$78,233"
